Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A1_061_Line_Y_500m,MOD13A1_061_Sample_X_500m,MOD13A1_061__500m_16_days_EVI,MOD13A1_061__500m_16_days_NDVI,MOD13A1_061__500m_16_days_VI_Quality,MOD13A1_061__500m_16_days_VI_Quality_bitmask,MOD13A1_061__500m_16_days_VI_Quality_MODLAND,MOD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description
DowntownDubai,14,25.2032,55.2752,2012-10-15,h23v06,1151.0,3.0,0.0607,0.1043,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2012-10-31,h23v06,1151.0,3.0,0.0928,0.131,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2012-11-16,h23v06,1151.0,3.0,0.0908,0.1791,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2012-12-02,h23v06,1151.0,3.0,0.0662,0.1168,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2012-12-18,h23v06,1151.0,3.0,0.0604,0.1041,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-01-01,h23v06,1151.0,3.0,0.0766,0.1371,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-02-02,h23v06,1151.0,3.0,0.0528,0.0919,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-02-18,h23v06,1151.0,3.0,0.0752,0.117,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-03-06,h23v06,1151.0,3.0,0.0742,0.1169,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-03-22,h23v06,1151.0,3.0,0.0699,0.1158,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-04-07,h23v06,1151.0,3.0,0.0786,0.1123,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-04-23,h23v06,1151.0,3.0,0.0711,0.1201,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-05-09,h23v06,1151.0,3.0,0.0665,0.1006,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-05-25,h23v06,1151.0,3.0,0.084,0.1148,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-06-10,h23v06,1151.0,3.0,0.0994,0.1339,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-06-26,h23v06,1151.0,3.0,0.0822,0.1138,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-07-12,h23v06,1151.0,3.0,0.0757,0.1036,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-07-28,h23v06,1151.0,3.0,0.0707,0.1027,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-08-13,h23v06,1151.0,3.0,0.0975,0.141,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-08-29,h23v06,1151.0,3.0,0.0754,0.1141,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-09-14,h23v06,1151.0,3.0,0.0975,0.1412,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-09-30,h23v06,1151.0,3.0,0.0584,0.0962,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-10-16,h23v06,1151.0,3.0,0.0827,0.1412,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-11-01,h23v06,1151.0,3.0,0.0704,0.102,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-11-17,h23v06,1151.0,3.0,0.0796,0.1206,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-12-03,h23v06,1151.0,3.0,0.0834,0.1444,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2013-12-19,h23v06,1151.0,3.0,0.0822,0.1519,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-01-17,h23v06,1151.0,3.0,0.0849,0.1563,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-02-02,h23v06,1151.0,3.0,0.1008,0.1643,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-02-18,h23v06,1151.0,3.0,0.1017,0.1687,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-03-06,h23v06,1151.0,3.0,0.0904,0.145,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-03-22,h23v06,1151.0,3.0,0.0696,0.1064,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-04-07,h23v06,1151.0,3.0,0.0576,0.0846,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-04-23,h23v06,1151.0,3.0,0.0783,0.1168,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-05-09,h23v06,1151.0,3.0,0.0981,0.1303,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-05-25,h23v06,1151.0,3.0,0.102,0.1352,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-06-10,h23v06,1151.0,3.0,0.0629,0.0995,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-06-26,h23v06,1151.0,3.0,0.1007,0.1416,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-07-12,h23v06,1151.0,3.0,0.0882,0.1293,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-07-28,h23v06,1151.0,3.0,0.0936,0.132,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-08-13,h23v06,1151.0,3.0,0.0688,0.1081,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-08-29,h23v06,1151.0,3.0,0.0863,0.1393,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-09-14,h23v06,1151.0,3.0,0.068,0.113,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-09-30,h23v06,1151.0,3.0,0.074,0.1215,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-10-16,h23v06,1151.0,3.0,0.0666,0.1217,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-11-01,h23v06,1151.0,3.0,0.0535,0.0978,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-11-17,h23v06,1151.0,3.0,0.0545,0.1111,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-12-03,h23v06,1151.0,3.0,0.1038,0.1746,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2014-12-19,h23v06,1151.0,3.0,0.0703,0.1259,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-01-01,h23v06,1151.0,3.0,0.0843,0.1307,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-01-17,h23v06,1151.0,3.0,0.1059,0.164,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-02-02,h23v06,1151.0,3.0,0.0712,0.1242,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-02-18,h23v06,1151.0,3.0,0.0575,0.1013,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-03-06,h23v06,1151.0,3.0,0.0711,0.1054,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-03-22,h23v06,1151.0,3.0,0.0852,0.1434,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-04-07,h23v06,1151.0,3.0,0.0698,0.1046,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-04-23,h23v06,1151.0,3.0,0.0706,0.1054,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-05-09,h23v06,1151.0,3.0,0.095,0.1321,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-05-25,h23v06,1151.0,3.0,0.0732,0.1189,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-06-10,h23v06,1151.0,3.0,0.0842,0.1428,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-06-26,h23v06,1151.0,3.0,0.059,0.0854,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-07-12,h23v06,1151.0,3.0,0.057,0.0866,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-07-28,h23v06,1151.0,3.0,0.106,0.1514,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-08-13,h23v06,1151.0,3.0,0.109,0.1498,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-08-29,h23v06,1151.0,3.0,0.0684,0.0987,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-09-14,h23v06,1151.0,3.0,0.0713,0.1256,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-09-30,h23v06,1151.0,3.0,0.0914,0.1485,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-10-16,h23v06,1151.0,3.0,0.0859,0.1461,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-11-01,h23v06,1151.0,3.0,0.0734,0.1173,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-11-17,h23v06,1151.0,3.0,0.0518,0.1023,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-12-03,h23v06,1151.0,3.0,0.052,0.1214,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2015-12-19,h23v06,1151.0,3.0,0.0382,0.0729,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-01-01,h23v06,1151.0,3.0,0.0727,0.1702,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-01-17,h23v06,1151.0,3.0,0.0792,0.1232,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-02-02,h23v06,1151.0,3.0,0.0821,0.1378,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-02-18,h23v06,1151.0,3.0,0.1074,0.1735,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-03-05,h23v06,1151.0,3.0,0.068,0.1083,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-03-21,h23v06,1151.0,3.0,0.1194,0.1922,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-04-06,h23v06,1151.0,3.0,0.0751,0.1177,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-04-22,h23v06,1151.0,3.0,0.1045,0.1444,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-05-08,h23v06,1151.0,3.0,0.1005,0.1376,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-05-24,h23v06,1151.0,3.0,0.0783,0.113,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-06-09,h23v06,1151.0,3.0,0.096,0.1329,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-06-25,h23v06,1151.0,3.0,0.0796,0.1128,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-07-11,h23v06,1151.0,3.0,0.0799,0.119,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-07-27,h23v06,1151.0,3.0,0.0775,0.1123,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-08-12,h23v06,1151.0,3.0,0.0957,0.1376,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
DowntownDubai,14,25.2032,55.2752,2016-08-28,h23v06,1151.0,3.0,0.0966,0.148,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
